gender,usage,credit,loan,history,accounts,status,status01,loan01
0,1,8.006367567650246,0.0,0,1,1,1,0
1,1,8.006367567650246,0.0,0,1,0,0,0
1,1,8.517193191416236,0.0,1,14,3,1,0
1,0,8.006367567650246,8.133587417660966,12,5,2,1,1
1,1,8.517193191416236,0.0,0,0,0,0,0
0,1,8.006367567650246,0.0,1,1,2,1,0
1,1,7.600902459542082,0.0,2,4,1,1,0
0,0,6.907755278982137,7.953669778649798,7,9,3,1,1
0,1,8.006367567650246,0.0,7,7,3,1,0
1,0,9.210340371976182,0.0,0,1,2,1,0
0,1,8.006367567650246,0.0,0,1,0,0,0
0,1,8.517193191416236,7.358830898342354,0,5,0,0,1
1,0,8.517193191416236,0.0,4,10,3,1,0
0,1,6.907755278982137,0.0,1,5,1,1,0
1,0,9.210340371976182,0.0,6,1,3,1,0
0,0,7.600902459542082,0.0,7,1,3,1,0
1,1,8.517193191416236,0.0,1,0,0,0,0
0,0,8.517193191416236,0.0,2,4,2,1,0
1,1,7.600902459542082,0.0,0,2,0,0,0
0,1,9.210340371976182,0.0,0,1,0,0,0
1,1,8.517193191416236,0.0,6,0,3,1,0
1,1,8.006367567650246,0.0,1,0,2,1,0
1,0,8.517193191416236,5.934894195619588,0,0,4,1,1
0,0,7.600902459542082,0.0,9,0,4,1,0
1,0,8.006367567650246,0.0,2,0,2,1,0
1,0,6.907755278982137,0.0,0,4,1,1,0
1,0,8.517193191416236,0.0,7,6,1,1,0
1,1,8.006367567650246,0.0,3,7,2,1,0
1,0,8.006367567650246,8.580167990577625,1,2,0,0,1
0,1,8.006367567650246,0.0,0,2,0,0,0
1,0,8.517193191416236,0.0,0,13,0,0,0
0,1,8.006367567650246,0.0,2,0,2,1,0
1,0,10.491274217438246,8.88875674784872,3,3,2,1,1
1,1,8.517193191416236,0.0,1,0,0,0,0
0,1,9.210340371976182,0.0,0,0,1,1,0
1,1,9.210340371976182,0.0,0,1,2,1,0
0,0,8.006367567650246,0.0,4,2,2,1,0
1,1,8.517193191416236,5.733341276897745,0,3,0,0,1
1,0,8.268731832117737,8.002359546252707,0,11,3,1,1
0,0,9.210340371976182,6.900730664045172,1,4,0,0,1
0,1,8.699514748210191,7.455876687491824,0,6,1,1,1
1,0,8.006367567650246,8.480736654405622,0,11,0,0,1
0,1,8.006367567650246,0.0,2,0,2,1,0
0,0,8.294049640102028,0.0,1,1,0,0,0
0,1,8.006367567650246,0.0,1,0,0,0,0
1,0,9.210340371976182,0.0,0,24,3,1,0
0,0,8.517193191416236,7.733245646529795,0,4,0,0,1
1,1,8.006367567650246,0.0,0,0,2,1,0
1,1,8.006367567650246,0.0,0,1,0,0,0
0,1,9.472704636443673,7.999007213243954,0,0,0,0,1
1,1,8.517193191416236,7.310550158534422,1,1,2,1,1
0,1,8.006367567650246,0.0,0,2,2,1,0
1,0,8.517193191416236,0.0,2,3,4,1,0
1,0,8.85366542803745,0.0,0,2,2,1,0
1,1,8.517193191416236,0.0,0,0,0,0,0
1,1,8.006367567650246,0.0,2,2,1,1,0
1,0,8.006367567650246,0.0,0,6,0,0,0
0,1,8.006367567650246,0.0,0,0,0,0,0
0,1,8.987196820661973,0.0,0,4,0,0,0
1,1,9.210340371976182,0.0,1,3,0,0,0
1,1,8.517193191416236,0.0,0,1,0,0,0
0,0,8.517193191416236,0.0,3,0,2,1,0
1,1,9.903487552536127,0.0,1,3,0,0,0
1,0,8.517193191416236,0.0,0,3,3,1,0
0,0,9.903487552536127,9.107975365298154,0,3,0,0,1
1,0,8.006367567650246,0.0,9,4,4,1,0
1,1,8.006367567650246,0.0,0,0,0,0,0
1,1,8.006367567650246,7.547501682814967,1,5,0,0,1
1,1,9.210340371976182,7.9229859587111955,0,1,0,0,1
1,1,8.517193191416236,0.0,0,0,0,0,0
1,1,8.006367567650246,0.0,0,0,0,0,0
0,1,8.517193191416236,0.0,0,0,0,0,0
0,0,8.517193191416236,0.0,0,4,1,1,0
1,1,8.006367567650246,0.0,0,2,0,0,0
1,0,9.903487552536127,0.0,1,6,1,1,0
1,1,7.313220387090301,0.0,1,6,2,1,0
1,1,8.006367567650246,0.0,1,1,0,0,0
1,0,8.517193191416236,0.0,4,1,0,0,0
1,1,8.006367567650246,0.0,0,0,2,1,0
1,0,7.600902459542082,0.0,2,7,3,1,0
1,1,9.210340371976182,0.0,1,4,2,1,0
1,0,8.006367567650246,0.0,0,2,0,0,0
0,1,8.006367567650246,0.0,2,2,2,1,0
1,0,8.517193191416236,0.0,0,12,0,0,0
1,0,8.006367567650246,0.0,0,0,0,0,0
1,0,8.006367567650246,0.0,0,3,4,1,0
1,0,8.006367567650246,0.0,0,2,0,0,0
0,1,8.987196820661973,9.05881956433494,1,5,0,0,1
0,0,9.210340371976182,6.985641817639208,0,4,0,0,1
0,0,7.600902459542082,0.0,0,5,1,1,0
1,1,8.006367567650246,0.0,7,0,2,1,0
0,1,8.517193191416236,0.0,1,2,0,0,0
0,0,8.85366542803745,0.0,2,9,1,1,0
0,1,8.517193191416236,0.0,1,2,2,1,0
1,1,8.006367567650246,0.0,7,0,0,0,0
0,1,8.006367567650246,0.0,5,0,2,1,0
1,0,8.517193191416236,0.0,0,6,0,0,0
1,0,8.006367567650246,0.0,1,21,3,1,0
1,0,8.006367567650246,0.0,0,3,3,1,0
1,0,8.006367567650246,0.0,3,3,4,1,0
1,0,8.517193191416236,0.0,1,6,4,1,0
1,1,8.517193191416236,6.9930151229329605,3,0,2,1,1
1,1,8.517193191416236,0.0,0,2,0,0,0
1,0,7.600902459542082,0.0,0,11,2,1,0
1,1,10.596634733096073,8.440959885416648,0,1,2,1,1
1,0,8.006367567650246,0.0,0,15,2,1,0
1,1,7.600902459542082,0.0,1,0,3,1,0
0,0,8.517193191416236,0.0,0,0,0,0,0
0,0,8.517193191416236,0.0,0,5,0,0,0
0,1,7.600902459542082,7.786551806428712,0,8,0,0,1
0,1,8.517193191416236,0.0,0,0,3,1,0
1,0,8.517193191416236,0.0,1,1,3,1,0
1,1,9.210340371976182,0.0,1,4,2,1,0
1,1,8.517193191416236,0.0,1,1,3,1,0
1,1,8.517193191416236,0.0,0,0,1,1,0
1,0,8.006367567650246,0.0,1,4,1,1,0
0,1,10.596634733096073,0.0,1,1,0,0,0
1,1,8.517193191416236,0.0,2,0,2,1,0
0,1,8.006367567650246,0.0,0,1,0,0,0
1,1,9.210340371976182,9.19917830726999,0,1,0,0,1
0,1,8.006367567650246,0.0,0,0,3,1,0
1,0,6.907755278982137,0.0,2,12,3,1,0
0,1,8.006367567650246,0.0,0,0,2,1,0
0,0,8.006367567650246,0.0,8,10,2,1,0
1,1,8.699514748210191,0.0,0,1,1,1,0
1,0,8.987196820661973,0.0,3,5,0,0,0
1,1,8.517193191416236,0.0,3,0,2,1,0
1,0,8.294049640102028,0.0,0,14,0,0,0
1,1,8.006367567650246,0.0,0,0,0,0,0
1,1,8.517193191416236,6.173786103901937,7,5,1,1,1
0,1,8.517193191416236,0.0,0,0,2,1,0
1,1,8.517193191416236,0.0,1,1,1,1,0
1,0,8.517193191416236,0.0,1,10,0,0,0
0,1,8.294049640102028,0.0,0,1,0,0,0
1,0,8.006367567650246,8.578664513504338,4,19,4,1,1
0,1,8.006367567650246,0.0,0,0,1,1,0
1,1,8.85366542803745,6.744059186311347,0,0,0,0,1
0,0,8.006367567650246,0.0,1,1,0,0,0
1,1,8.517193191416236,0.0,2,1,2,1,0
0,0,9.903487552536127,8.238801165871548,0,4,0,0,1
1,0,8.517193191416236,0.0,3,0,2,1,0
1,1,8.006367567650246,0.0,5,5,4,1,0
1,0,7.8632667240095735,6.594413459749778,2,1,3,1,1
1,0,9.104979856318357,0.0,3,1,0,0,0
0,1,9.210340371976182,0.0,0,4,0,0,0
1,0,6.907755278982137,0.0,1,9,1,1,0
1,0,8.006367567650246,0.0,1,4,0,0,0
0,1,8.517193191416236,10.18546588957123,2,0,2,1,1
0,0,7.600902459542082,7.957877358489813,7,3,3,1,1
1,0,9.210340371976182,6.785587645007929,0,4,0,0,1
0,1,8.294049640102028,0.0,0,0,0,0,0
1,0,8.006367567650246,0.0,0,9,0,0,0
1,0,8.517193191416236,0.0,1,3,1,1,0
1,0,8.006367567650246,0.0,3,0,1,1,0
1,1,8.006367567650246,0.0,0,7,0,0,0
0,0,7.600902459542082,0.0,3,0,0,0,0
1,1,8.987196820661973,0.0,0,0,0,0,0
1,1,8.517193191416236,0.0,2,0,1,1,0
1,1,9.210340371976182,0.0,2,0,1,1,0
1,1,8.517193191416236,7.647786045440933,0,3,2,1,1
1,0,8.987196820661973,0.0,2,11,2,1,0
0,1,8.987196820661973,7.76046702921342,0,11,1,1,1
1,0,7.313220387090301,0.0,3,3,4,1,0
1,0,8.006367567650246,0.0,2,1,2,1,0
1,0,9.210340371976182,0.0,0,1,0,0,0
1,1,8.006367567650246,0.0,1,1,1,1,0
1,0,8.699514748210191,0.0,3,4,2,1,0
1,1,8.006367567650246,0.0,0,0,0,0,0
0,1,7.600902459542082,0.0,0,0,0,0,0
1,0,8.517193191416236,0.0,4,0,2,1,0
1,1,9.210340371976182,0.0,0,1,0,0,0
0,1,8.517193191416236,9.21671997894022,1,1,0,0,1
0,1,8.517193191416236,0.0,2,9,2,1,0
1,1,7.600902459542082,0.0,0,0,2,1,0
1,1,9.210340371976182,6.6293632534374485,0,0,0,0,1
1,0,7.170119543449628,0.0,8,9,3,1,0
1,0,9.210340371976182,9.010180657052349,4,3,2,1,1
1,1,8.006367567650246,7.473637108496206,2,2,2,1,1
1,1,8.006367567650246,0.0,2,0,2,1,0
1,1,8.517193191416236,7.399398083331354,9,1,3,1,1
0,1,8.517193191416236,0.0,1,7,1,1,0
1,1,8.006367567650246,0.0,0,4,1,1,0
1,1,8.006367567650246,0.0,2,0,4,1,0
1,0,8.517193191416236,0.0,7,1,3,1,0
1,1,8.006367567650246,0.0,0,0,0,0,0
1,1,8.006367567650246,0.0,1,6,3,1,0
1,1,7.600902459542082,8.194781638443358,0,4,1,1,1
1,0,8.006367567650246,0.0,0,0,0,0,0
1,1,8.006367567650246,0.0,3,2,2,1,0
1,0,7.090076835776092,8.32482129876878,0,2,0,0,1
1,1,8.517193191416236,0.0,0,1,1,1,0
0,1,8.006367567650246,0.0,0,0,2,1,0
1,0,8.006367567650246,0.0,0,25,0,0,0
1,1,8.006367567650246,0.0,3,1,0,0,0
0,1,9.210340371976182,6.62273632394984,7,4,1,1,1
1,1,8.006367567650246,0.0,3,0,2,1,0
1,1,8.517193191416236,0.0,0,2,2,1,0
0,0,8.006367567650246,0.0,2,0,2,1,0
1,1,7.600902459542082,0.0,3,7,3,1,0
1,0,7.600902459542082,0.0,0,3,1,1,0
1,1,8.006367567650246,7.392647520721623,1,4,1,1,1
0,0,8.006367567650246,0.0,0,3,2,1,0
0,1,8.006367567650246,0.0,0,0,0,0,0
0,1,8.987196820661973,0.0,0,1,0,0,0
1,0,8.006367567650246,0.0,4,3,4,1,0
1,1,8.006367567650246,0.0,2,3,1,1,0
1,0,8.517193191416236,8.287276755814599,0,4,1,1,1
1,1,8.006367567650246,0.0,2,1,2,1,0
1,1,8.006367567650246,0.0,0,3,2,1,0
0,1,8.006367567650246,0.0,0,0,0,0,0
1,1,8.517193191416236,0.0,0,0,0,0,0
0,1,8.517193191416236,0.0,0,3,2,1,0
0,1,8.006367567650246,0.0,1,0,2,1,0
1,0,8.006367567650246,0.0,1,0,3,1,0
1,1,10.596634733096073,8.847359875474174,3,1,0,0,1
1,1,8.517193191416236,0.0,0,5,2,1,0
0,0,8.006367567650246,0.0,0,8,1,1,0
1,0,9.210340371976182,7.876638460975462,0,1,1,1,1
1,1,10.126631103850338,10.881155564085185,0,2,0,0,1
1,1,7.600902459542082,0.0,1,0,2,1,0
1,0,9.210340371976182,0.0,10,3,3,1,0
1,0,8.294049640102028,0.0,3,0,2,1,0
1,0,8.160518247477505,0.0,0,0,0,0,0
0,1,8.006367567650246,0.0,2,0,2,1,0
1,0,8.517193191416236,0.0,2,2,1,1,0
0,0,7.600902459542082,0.0,5,0,2,1,0
0,0,8.987196820661973,0.0,2,3,4,1,0
1,0,8.006367567650246,0.0,2,3,0,0,0
0,0,8.476371196895983,0.0,2,0,2,1,0
1,1,8.006367567650246,0.0,1,0,0,0,0
1,1,7.600902459542082,0.0,0,6,0,0,0
0,1,8.699514748210191,0.0,0,1,0,0,0
0,1,8.006367567650246,0.0,0,1,2,1,0
1,0,8.006367567650246,0.0,2,11,4,1,0
1,1,8.517193191416236,0.0,0,0,0,0,0
0,1,8.006367567650246,0.0,0,0,0,0,0
1,0,8.517193191416236,7.545389749611823,0,0,0,0,1
1,1,8.006367567650246,0.0,0,0,0,0,0
1,0,8.987196820661973,0.0,6,1,3,1,0
0,1,8.987196820661973,0.0,0,2,0,0,0
0,1,8.006367567650246,0.0,3,3,0,0,0
0,1,9.210340371976182,7.37400185935016,1,2,0,0,1
1,1,8.699514748210191,0.0,0,0,2,1,0
1,0,8.517193191416236,0.0,2,0,0,0,0
1,1,8.006367567650246,0.0,1,3,1,1,0
0,1,8.517193191416236,6.423246963533519,0,5,0,0,1
0,0,8.517193191416236,7.7706452341291765,2,0,1,1,1
1,1,8.517193191416236,9.741380302992413,6,5,3,1,1
1,0,8.517193191416236,0.0,5,0,1,1,0
1,1,8.517193191416236,0.0,0,1,0,0,0
1,1,8.006367567650246,0.0,0,1,3,1,0
0,1,8.006367567650246,0.0,0,0,1,1,0
0,1,10.819778284410283,0.0,0,1,1,1,0
1,1,8.006367567650246,0.0,2,0,2,1,0
1,1,8.006367567650246,0.0,1,0,2,1,0
0,1,7.600902459542082,8.154500175151941,0,1,3,1,1
0,0,7.600902459542082,0.0,1,1,1,1,0
1,1,8.006367567650246,0.0,0,0,0,0,0
0,1,8.006367567650246,0.0,0,1,0,0,0
1,1,9.210340371976182,7.570443252057373,1,0,1,1,1
1,1,8.987196820661973,0.0,1,2,2,1,0
1,0,8.517193191416236,7.0085051820822795,0,0,0,0,1
1,0,8.006367567650246,0.0,2,6,3,1,0
1,1,9.210340371976182,0.0,0,3,2,1,0
1,1,8.517193191416236,0.0,3,6,3,1,0
1,1,7.313220387090301,0.0,1,7,0,0,0
0,0,9.210340371976182,7.985824666418917,1,7,4,1,1
0,1,8.006367567650246,0.0,4,6,2,1,0
1,1,8.699514748210191,0.0,5,0,1,1,0
1,1,8.006367567650246,0.0,3,5,2,1,0
1,1,9.615805480084347,7.771067086065405,0,0,0,0,1
1,0,8.006367567650246,0.0,2,11,4,1,0
1,0,7.313220387090301,0.0,1,3,3,1,0
0,1,8.517193191416236,0.0,0,7,0,0,0
0,0,8.517193191416236,0.0,2,3,2,1,0
1,1,8.517193191416236,0.0,0,1,0,0,0
0,0,8.006367567650246,0.0,2,3,2,1,0
1,0,9.210340371976182,0.0,0,13,4,1,0
0,1,8.006367567650246,0.0,5,3,3,1,0
1,1,9.210340371976182,8.238801165871548,2,3,3,1,1
1,1,8.517193191416236,7.298445101508147,0,5,4,1,1
1,0,8.006367567650246,0.0,1,5,0,0,0
1,1,8.517193191416236,0.0,0,1,2,1,0
1,0,9.210340371976182,0.0,2,1,1,1,0
1,1,7.600902459542082,6.947937068614968,0,0,0,0,1
1,0,8.006367567650246,0.0,4,3,1,1,0
1,0,8.006367567650246,0.0,2,0,2,1,0
0,1,8.987196820661973,0.0,0,3,0,0,0
1,1,7.600902459542082,0.0,1,12,4,1,0
1,1,8.517193191416236,0.0,0,0,0,0,0
1,0,8.006367567650246,0.0,0,0,2,1,0
1,1,7.600902459542082,0.0,1,0,2,1,0
1,1,8.006367567650246,0.0,1,1,2,1,0
1,1,8.006367567650246,0.0,2,0,2,1,0
1,0,8.517193191416236,7.1808311990445555,0,11,0,0,1
1,1,8.006367567650246,0.0,2,0,3,1,0
1,0,7.600902459542082,0.0,2,1,1,1,0
1,0,8.517193191416236,0.0,0,10,0,0,0
0,0,8.517193191416236,0.0,1,12,1,1,0
1,0,8.006367567650246,0.0,2,15,1,1,0
0,1,8.517193191416236,6.91968384984741,0,2,0,0,1
1,1,9.210340371976182,0.0,0,1,0,0,0
1,1,9.210340371976182,0.0,0,5,0,0,0
1,0,7.600902459542082,0.0,0,2,0,0,0
1,0,8.006367567650246,7.572502985020384,2,2,3,1,1
1,1,8.006367567650246,0.0,0,0,2,1,0
0,1,8.006367567650246,0.0,3,2,2,1,0
1,0,8.006367567650246,0.0,0,2,3,1,0
1,0,8.006367567650246,0.0,7,1,2,1,0
1,0,9.210340371976182,7.3727463664043285,1,3,3,1,1
0,1,8.006367567650246,8.917176635955164,1,1,2,1,1
1,0,9.210340371976182,0.0,0,1,0,0,0
1,1,9.472704636443673,8.169336395928386,0,8,0,0,1
1,0,7.600902459542082,10.011489576337405,0,13,0,0,1
1,0,8.006367567650246,0.0,2,1,3,1,0
1,0,9.210340371976182,0.0,1,2,0,0,0
1,1,8.987196820661973,0.0,2,1,3,1,0
1,0,8.517193191416236,8.20412493257404,1,10,1,1,1
0,1,8.517193191416236,0.0,0,5,0,0,0
1,0,8.517193191416236,0.0,0,1,3,1,0
1,1,8.517193191416236,0.0,0,5,0,0,0
1,1,8.517193191416236,0.0,3,0,2,1,0
0,1,8.006367567650246,0.0,1,13,0,0,0
1,0,8.517193191416236,0.0,1,4,4,1,0
1,1,6.907755278982137,0.0,8,12,2,1,0
1,1,7.600902459542082,0.0,2,7,1,1,0
1,1,8.987196820661973,0.0,4,0,0,0,0
1,0,7.600902459542082,0.0,0,15,2,1,0
1,1,9.210340371976182,7.282073658093465,5,3,0,0,1
1,1,9.210340371976182,0.0,0,1,0,0,0
1,1,8.517193191416236,0.0,0,0,0,0,0
1,0,8.517193191416236,0.0,2,4,2,1,0
1,1,9.210340371976182,0.0,0,0,0,0,0
1,1,8.699514748210191,8.554296279367739,0,1,0,0,1
1,0,7.600902459542082,0.0,0,10,0,0,0
1,0,7.600902459542082,0.0,1,1,0,0,0
1,0,8.294049640102028,0.0,4,1,1,1,0
0,0,8.006367567650246,0.0,4,0,4,1,0
0,1,9.210340371976182,0.0,0,2,0,0,0
1,0,8.006367567650246,0.0,0,0,3,1,0
1,0,8.006367567650246,0.0,2,0,2,1,0
0,1,9.210340371976182,0.0,0,5,1,1,0
0,1,8.006367567650246,0.0,5,1,2,1,0
1,0,7.600902459542082,7.52456122628536,6,15,2,1,1
1,1,8.006367567650246,0.0,0,1,2,1,0
1,1,8.699514748210191,7.846198815497425,2,0,0,0,1
1,1,8.517193191416236,0.0,1,2,0,0,0
0,1,8.006367567650246,0.0,0,0,3,1,0
1,1,8.517193191416236,0.0,0,13,0,0,0
1,0,8.517193191416236,0.0,0,0,0,0,0
1,1,8.517193191416236,7.223295679562314,0,3,0,0,1
1,1,7.600902459542082,0.0,9,0,4,1,0
1,0,8.006367567650246,0.0,0,0,0,0,0
1,0,8.006367567650246,0.0,1,1,1,1,0
1,0,8.006367567650246,0.0,3,1,2,1,0
0,0,8.294049640102028,0.0,0,0,0,0,0
1,1,8.006367567650246,0.0,0,2,0,0,0
1,0,8.517193191416236,8.013343181386672,0,3,4,1,1
1,0,8.517193191416236,0.0,0,0,0,0,0
1,0,7.600902459542082,0.0,1,0,4,1,0
1,0,6.907755278982137,7.08002649992259,2,4,1,1,1
0,0,8.517193191416236,0.0,0,8,0,0,0
0,1,8.85366542803745,0.0,2,2,0,0,0
1,0,8.517193191416236,0.0,0,4,2,1,0
1,1,8.517193191416236,0.0,0,1,0,0,0
1,1,8.006367567650246,0.0,2,0,2,1,0
1,1,8.006367567650246,0.0,1,1,1,1,0
0,1,9.210340371976182,0.0,0,2,0,0,0
0,1,8.006367567650246,0.0,1,0,2,1,0
0,1,8.006367567650246,0.0,0,0,2,1,0
0,0,8.987196820661973,0.0,1,0,3,1,0
1,0,8.517193191416236,0.0,2,1,2,1,0
1,0,8.006367567650246,0.0,0,3,1,1,0
1,0,8.517193191416236,0.0,0,10,0,0,0
0,1,8.517193191416236,0.0,0,1,0,0,0
0,0,8.006367567650246,6.19644412779452,7,4,3,1,1
0,1,8.517193191416236,0.0,0,0,0,0,0
1,1,9.210340371976182,0.0,2,1,0,0,0
1,0,8.85366542803745,0.0,1,4,0,0,0
0,1,9.392661928770137,7.055312843339752,0,1,0,0,1
0,1,9.210340371976182,7.822044008185618,0,1,0,0,1
0,1,8.006367567650246,6.8501261661455,0,4,3,1,1
1,0,9.210340371976182,0.0,0,9,0,0,0
1,0,8.006367567650246,0.0,4,0,4,1,0
1,1,8.006367567650246,0.0,0,0,2,1,0
1,0,6.907755278982137,0.0,4,15,4,1,0
1,0,8.1886891244442,0.0,1,2,1,1,0
1,1,8.294049640102028,0.0,1,7,0,0,0
0,1,9.210340371976182,6.846943139585379,0,3,0,0,1
0,1,8.006367567650246,0.0,1,2,0,0,0
1,0,8.294049640102028,0.0,2,0,0,0,0
1,1,8.006367567650246,0.0,1,1,0,0,0
1,1,8.006367567650246,0.0,0,2,0,0,0
1,0,9.903487552536127,0.0,0,1,2,1,0
1,1,8.517193191416236,0.0,0,0,1,1,0
1,1,10.308952660644293,0.0,0,6,0,0,0
0,1,8.006367567650246,0.0,0,0,0,0,0
1,0,7.600902459542082,0.0,2,6,0,0,0
1,1,8.699514748210191,0.0,0,0,0,0,0
1,0,9.210340371976182,0.0,0,3,3,1,0
1,0,8.517193191416236,0.0,2,3,1,1,0
0,0,9.210340371976182,7.745868229792268,2,14,0,0,1
1,0,8.006367567650246,0.0,8,2,3,1,0
1,0,8.006367567650246,0.0,0,9,4,1,0
1,1,8.85366542803745,0.0,0,3,0,0,0
0,1,8.006367567650246,0.0,0,0,0,0,0
1,1,8.517193191416236,0.0,3,1,2,1,0
1,1,8.517193191416236,0.0,0,4,1,1,0
0,1,8.517193191416236,8.237479288613633,0,1,0,0,1
0,1,7.600902459542082,0.0,1,3,0,0,0
0,0,10.126631103850338,9.669283053862493,3,2,1,1,1
1,0,8.517193191416236,7.625107148238899,1,4,1,1,1
0,0,8.006367567650246,0.0,0,8,3,1,0
0,0,8.006367567650246,0.0,15,5,3,1,0
1,1,8.517193191416236,0.0,0,0,0,0,0
1,1,8.517193191416236,0.0,2,3,2,1,0
0,1,8.006367567650246,0.0,0,3,4,1,0
1,0,8.006367567650246,0.0,3,7,2,1,0
1,1,7.600902459542082,0.0,0,3,0,0,0
1,1,8.517193191416236,0.0,0,2,4,1,0
1,0,7.600902459542082,0.0,1,11,4,1,0
1,1,8.517193191416236,0.0,0,0,0,0,0
1,0,7.600902459542082,0.0,0,2,0,0,0
1,0,8.517193191416236,0.0,0,1,0,0,0
1,0,9.210340371976182,0.0,8,2,4,1,0
0,1,8.517193191416236,0.0,0,16,0,0,0
1,0,8.517193191416236,10.626047893664422,0,10,4,1,1
1,0,8.006367567650246,0.0,0,2,3,1,0
1,1,8.006367567650246,0.0,0,1,0,0,0
1,0,8.006367567650246,0.0,3,1,2,1,0
1,0,8.006367567650246,0.0,3,3,1,1,0
1,0,8.85366542803745,0.0,0,6,0,0,0
1,1,8.517193191416236,0.0,1,7,1,1,0
1,1,6.907755278982137,0.0,0,1,0,0,0
1,0,8.517193191416236,0.0,0,9,0,0,0
0,0,8.006367567650246,0.0,2,0,1,1,0
0,0,8.517193191416236,0.0,2,4,3,1,0
1,1,8.987196820661973,0.0,4,3,4,1,0
0,1,8.006367567650246,0.0,0,1,2,1,0
1,0,9.210340371976182,0.0,1,4,1,1,0
1,1,8.517193191416236,0.0,0,1,0,0,0
1,0,7.600902459542082,0.0,0,5,0,0,0
1,0,8.699514748210191,8.319229938632326,3,3,0,0,1
1,1,8.517193191416236,0.0,0,2,0,0,0
1,0,8.006367567650246,0.0,0,3,1,1,0
1,0,9.210340371976182,0.0,1,2,2,1,0
0,1,8.006367567650246,0.0,0,2,0,0,0
1,0,9.104979856318357,7.05617528410041,0,7,1,1,1
1,1,8.006367567650246,0.0,0,0,3,1,0
1,0,8.517193191416236,7.729295674310481,0,7,1,1,1
1,1,8.517193191416236,6.415096959171595,1,1,3,1,1
1,1,8.517193191416236,0.0,2,3,3,1,0
0,0,8.411832675758411,0.0,0,2,2,1,0
1,1,8.517193191416236,0.0,2,1,1,1,0
0,1,8.699514748210191,0.0,0,0,0,0,0
1,1,8.85366542803745,0.0,4,2,2,1,0
1,1,8.006367567650246,0.0,0,3,3,1,0
1,0,6.907755278982137,0.0,1,27,3,1,0
0,1,8.006367567650246,0.0,2,1,2,1,0
1,0,8.006367567650246,0.0,2,4,2,1,0
0,0,8.006367567650246,0.0,0,10,0,0,0
0,0,8.987196820661973,7.301147805856032,2,7,3,1,1
0,0,8.006367567650246,8.076515327552329,0,13,1,1,1
0,0,8.006367567650246,7.21081845347222,0,8,0,0,1
1,0,8.517193191416236,0.0,5,6,2,1,0
0,1,8.006367567650246,0.0,2,0,2,1,0
1,1,8.006367567650246,0.0,0,0,0,0,0
1,1,9.210340371976182,0.0,3,2,0,0,0
1,1,9.210340371976182,0.0,0,1,1,1,0
0,0,8.517193191416236,0.0,0,0,0,0,0
0,1,8.006367567650246,0.0,1,1,0,0,0
1,0,8.006367567650246,0.0,4,4,4,1,0
0,1,9.210340371976182,0.0,0,3,0,0,0
1,1,8.006367567650246,0.0,0,5,1,1,0
1,1,9.210340371976182,0.0,0,4,0,0,0
1,1,8.699514748210191,8.34687925374656,0,12,0,0,1
1,0,8.987196820661973,0.0,0,3,2,1,0
1,0,8.517193191416236,0.0,0,3,2,1,0
1,1,8.517193191416236,0.0,5,1,4,1,0
1,0,8.006367567650246,0.0,15,7,4,1,0
0,0,6.907755278982137,0.0,0,7,2,1,0
0,0,8.006367567650246,8.412499120301572,4,0,2,1,1
1,1,8.517193191416236,0.0,2,1,2,1,0
0,1,8.294049640102028,0.0,0,0,0,0,0
1,1,9.210340371976182,0.0,0,1,0,0,0
1,1,8.006367567650246,0.0,0,0,0,0,0
0,1,8.987196820661973,0.0,1,1,2,1,0
1,0,8.006367567650246,0.0,0,0,1,1,0
1,1,8.987196820661973,0.0,0,5,4,1,0
1,1,8.51699317141357,0.0,1,1,2,1,0
0,1,8.006367567650246,0.0,2,2,2,1,0
1,0,8.006367567650246,0.0,0,14,0,0,0
1,0,8.987196820661973,7.520776415062797,0,4,0,0,1
1,0,8.006367567650246,0.0,1,1,3,1,0
0,0,8.006367567650246,0.0,18,2,3,1,0
0,0,8.699514748210191,0.0,0,3,2,1,0
1,1,8.006367567650246,0.0,0,1,0,0,0
0,1,8.987196820661973,7.355641102974253,1,1,0,0,1
0,1,8.517193191416236,0.0,0,2,4,1,0
1,0,8.006367567650246,0.0,1,14,2,1,0
1,1,8.006367567650246,0.0,0,0,0,0,0
0,1,8.006367567650246,0.0,0,1,0,0,0
0,1,8.006367567650246,0.0,0,0,0,0,0
1,1,9.210340371976182,9.06900719585954,0,3,0,0,1
0,0,8.006367567650246,7.098375638590786,0,6,0,0,1
1,0,8.006367567650246,0.0,8,0,3,1,0
1,1,8.006367567650246,0.0,0,0,0,0,0
1,0,8.006367567650246,0.0,0,5,0,0,0
0,1,8.294049640102028,0.0,5,6,3,1,0
1,0,8.006367567650246,0.0,4,10,3,1,0
0,0,8.517193191416236,0.0,0,4,1,1,0
1,0,8.517193191416236,0.0,2,12,3,1,0
1,0,7.3777589082278725,8.094073148069352,0,9,0,0,1
1,1,9.210340371976182,0.0,1,6,2,1,0
0,0,8.006367567650246,0.0,2,0,2,1,0
0,1,8.006367567650246,0.0,0,0,0,0,0
1,1,7.600902459542082,0.0,2,1,0,0,0
1,1,8.987196820661973,0.0,0,6,0,0,0
1,1,8.517193191416236,8.628018746505122,0,1,2,1,1
1,1,8.006367567650246,7.166265974133638,2,8,2,1,1
1,0,8.006367567650246,0.0,2,0,2,1,0
